"0.0.0.0","0.255.255.255","0","16777215","","保留","","","","本机网络","","","","",""
"1.0.0.0","1.0.0.0","16777216","16777216","大洋洲","澳大利亚","昆士兰州","布里斯班","","Cloudflare","","Australia","AU","153.025","-27.470"
"1.0.0.1","1.0.0.1","16777217","16777217","北美洲","美国","","","","CloudflareDNS/DoH/DoT","","United States","US","-95.713","37.090"
"1.0.0.2","1.0.0.255","16777218","16777471","大洋洲","澳大利亚","","","","Cloudflare","","Australia","AU","133.775","-25.274"
"1.0.1.0","1.0.3.255","16777472","16778239","亚洲","中国","福建","福州","","中国电信","350100","China","CN","119.3062","26.0753"
"1.0.4.0","1.0.7.255","16778240","16779263","大洋洲","澳大利亚","维多利亚州","墨尔本","","Gtelecom","","Australia","AU","144.963","-37.814"
